Address,City,Venue_Name,Latitude,Longitude,Miles_Away,Type,Category_ID
8 Rock O Dundee Rd,Andover,Doctors Park,42.675334380166895,-71.13592478751644,0.5,Park,4bf58dd8d48988d163941735
8 Rock O Dundee Rd,Andover,Whole Foods Market,42.66117864117762,-71.14476893602662,0.6,Grocery Store,4bf58dd8d48988d118951735
8 Rock O Dundee Rd,Andover,Indian Ridge Country Club,42.64166900081071,-71.17002027053158,2.4,Golf Course,4bf58dd8d48988d1e6941735
8 Rock O Dundee Rd,Andover,AFC Urgent Care North Andover,42.675540924072266,-71.13066101074219,0.7,Emergency Room,4bf58dd8d48988d194941735
8 Rock O Dundee Rd,Andover,Central Station,42.65837330996805,-71.14309642809992,0.8,Fire Station,4bf58dd8d48988d12c941735
8 Rock O Dundee Rd,Andover,Andover Police Dept,42.65789,-71.14258,0.8,Police Station,4bf58dd8d48988d12e941735
8 Rock O Dundee Rd,Andover,MBTA Andover Station,42.659738097196076,-71.14410134740966,0.7,Train Station,4bf58dd8d48988d129951735
80 Jackman St,Georgetown,,,,,,4bf58dd8d48988d118951735
80 Jackman St,Georgetown,,,,,,4bf58dd8d48988d129951735
80 Jackman St,Georgetown,Action Linebrook,42.684461,-70.919625,3.9,Emergency Room,4bf58dd8d48988d194941735
80 Jackman St,Georgetown,Byfield Fire Department,42.74544669106804,-70.94367663231802,0.5,Fire Station,4bf58dd8d48988d12c941735
80 Jackman St,Georgetown,,,,,,4bf58dd8d48988d12e941735
80 Jackman St,Georgetown,Carriage Pines Golf Club,42.7182502746582,-70.9351806640625,1.5,Golf Course,4bf58dd8d48988d1e6941735
80 Jackman St,Georgetown,,,,,,4bf58dd8d48988d163941735
9 Allison Cir,Haverhill,Renaissance Golf Club,42.77922263772293,-71.03900694941903,2.7,Golf Course,4bf58dd8d48988d1e6941735
9 Allison Cir,Haverhill,Bradford Common,42.75466725577759,-71.07353886923384,0.3,Park,4bf58dd8d48988d163941735
9 Allison Cir,Haverhill,Merrimack Valley Gynecology,42.76529497478418,-71.04550241285732,1.8,Hospital,4bf58dd8d48988d194941735
9 Allison Cir,Haverhill,Groveland Fire South Station,42.74235259085221,-71.04564170033714,1.5,Fire Station,4bf58dd8d48988d12c941735
9 Allison Cir,Haverhill,MBTA Haverhill Station,42.77349592848773,-71.08642768108224,1.8,Train Station,4bf58dd8d48988d129951735
9 Allison Cir,Haverhill,Market Basket,42.77568326552672,-71.0747959579035,1.8,Grocery Store,4bf58dd8d48988d118951735
9 Allison Cir,Haverhill,Haverhill Police Department,42.77591509937773,-71.0791815225468,1.8,Police Station,4bf58dd8d48988d12e941735
99 High St,Andover,Whole Foods Market,42.66117864117762,-71.14476893602662,0.3,Grocery Store,4bf58dd8d48988d118951735
99 High St,Andover,AFC Urgent Care North Andover,42.675540924072266,-71.13066101074219,0.9,Emergency Room,4bf58dd8d48988d194941735
99 High St,Andover,,,,,,4bf58dd8d48988d163941735
99 High St,Andover,Indian Ridge Country Club,42.64166900081071,-71.17002027053158,2.2,Golf Course,4bf58dd8d48988d1e6941735
99 High St,Andover,Central Station,42.65837330996805,-71.14309642809992,0.4,Fire Station,4bf58dd8d48988d12c941735
99 High St,Andover,MBTA Andover Station,42.659738097196076,-71.14410134740966,0.4,Train Station,4bf58dd8d48988d129951735
99 High St,Andover,Andover Police Dept,42.65789,-71.14258,0.5,Police Station,4bf58dd8d48988d12e941735
Abbeyville,Andover,,,,,,4bf58dd8d48988d163941735
Abbeyville,Andover,Trull Brook Golf Course,42.64966975240695,-71.26319029773093,1.0,Golf Course,4bf58dd8d48988d1e6941735
Abbeyville,Andover,,,,,,4bf58dd8d48988d12c941735
Abbeyville,Andover,Lowell General Hospital Saints Campus Emergency Department,42.64569474391476,-71.30117297172546,2.9,Emergency Room,4bf58dd8d48988d194941735
Abbeyville,Andover,,,,,,4bf58dd8d48988d12e941735
Abbeyville,Andover,,,,,,4bf58dd8d48988d129951735
Abbeyville,Andover,,,,,,4bf58dd8d48988d118951735
Lot 7A Cooper Ln,Methuen,Kev's Country Store,42.80676773,-71.200477,1.9,Grocery Store,4bf58dd8d48988d118951735
Lot 7A Cooper Ln,Methuen,,,,,,4bf58dd8d48988d163941735
Lot 7A Cooper Ln,Methuen,AFC Urgent Care Methuen,42.74801,-71.12998,3.5,Emergency Room,4bf58dd8d48988d194941735
Lot 7A Cooper Ln,Methuen,,,,,,4bf58dd8d48988d12e941735
Lot 7A Cooper Ln,Methuen,Merrimack Valley Country Club,42.75515241163856,-71.17285097281227,2.1,Golf Course,4bf58dd8d48988d1e6941735
Lot 7A Cooper Ln,Methuen,,,,,,4bf58dd8d48988d129951735
Lot 7A Cooper Ln,Methuen,,,,,,4bf58dd8d48988d12c941735
